MAVEN_LOOKUP_CODE,MAVEN_PRODUCT_CODE,SEND_TO_MAVEN
"10353-1_80166006","GAS","0"
"6462-6_59674005","UNKN","0"
"32355-0_80166006","GAS","0"
"630-4_44470000","HFLS","0"
"10352-3_51593004","UNK","0"
"10900-9_260385009","HEPB_A","1"
"13952-7_260385009","HEPB_A","1"
"5196-1_260385009","HEPB_A","1"
"5196-1_260415000","HEPB_A","1"
"13954-3_260415000","HEPB_A","1"
"16933-4_260385009","HEPB_A","1"
"5196-1_131194007","HEPB_A","1"
"13952-7_131194007","HEPB_A","1"
"31204-1_131194007","HEPB_A","1"
"13955-0_260385009","HEPC_A","0"
"10353-1_116469005","HFLU","0"
"600-7_31703004","STRE","0"
"43441-5_9861002","UNK","0"
"10353-1_112283007","STEC","0"
"32810-4_414324002","MEL","1"
"6463-4_406609007","STRE","0"
"6366-9_10828004","UNKN","1"
"633-8_89477001","UNKN","0"
"600-7_712764007","SAL","1"
"627-0_116469005","HFLU","1"
"630-4_51593004","HFLU","0"
"698-1_17872004","NMEN","0"
"626-2_17872004","NMEN","0"
"43441-5_116469005","HFLS","0"
"622-1_59674005","UNKN","0"
"632-0_113727004","VRE","1"
"543-9_59674005","UNKN","0"
"71429-5_260373001","CAMPY","1"
"82185-0_260415000","MENM","0"
"80348-6_260373001","ECOL","1"
"54067-4_260373001","GASTRO","1"
"76628-7_260373001","NORO","1"
"49612-5_260373001","SAL","1"
"80350-2_260373001","SHG","1"
"49609-1_260373001","VIB","1"
"48646-4_260373001","YER","1"
"62859-4_260373001","GASTROV","1"
"61371-1_260373001","CHO","1"
"60545-1_260373001","CRYP","1"
"41436-7_260373001","CYCLO","1"
"597-5_413643004","STRE","0"
"597-5_3092008","STAP","0"
"80351-0_260373001","ECOL","1"
"53947-8_260373001","ECOL","1"
"6396-6_260373001","AMEB","1"
"60544-4_260373001","GIA","1"
"72111-8_260373001","GASTROV","1"
"623-9_80166006","GAS","0"
"13951-9_131194007","HEPA","0"
"10353-1_9861002","PNE","0"
"82194-2_260415000","MENO","0"
"82183-5_260415000","HFLU","0"
"82184-3_260415000","LIS","0"
"82187-6_260415000","PNE","0"
"82188-4_260415000","CPX","0"
"82181-9_260415000","CRYP","0"
"82182-7_260415000","ECOL","0"
"18769-0_112283007","ECOL","0"
"18769-0_409799006","ECOL","0"
"18769-0_27268008","SAL","0"
"51913-2_11214006","HEPA","0"
"223149_11214006","HEPA","1"
"22314-9_10828004","HEPA","1"
"22314-9_260373001","HEPA","1"
"22315-6_10828004","HEPA","1"
"29615-2_260415000","HEPB_A","1"
"22320-6_260385009","HEPB_A","1"
"13955-0_131194007","HEPC_A","0"
"11011-4_260385009","HEPC_A","0"
"38180-6_260385009","HEPC_A","0"
"11011-4_260415000","HEPC_A","0"
"43441-5_112283007","ECOL","0"
"54906-3_260415000","NORO","0"
"54905-5_260415000","NORO","0"
"82194-2_260373001","MENO","1"
"54905-5_260373001","NORO","1"
"54906-3_260373001","NORO","1"
"82199-1_260415000","SAL","1"
"82199-1_260373001","SAL","1"
"82203-1_260415000","STEC","1"
"82203-1_260373001","STEC","1"
"82211-4_260415000","NORO","1"
"82211-4_260373001","NORO","1"
"82207-2_260415000","AMB","1"
"82207-2_260373001","AMB","1"
"82202-3_260415000","YER","1"
"82202-3_260373001","YER","1"
"82200-7_260415000","VIB","1"
"82200-7_260373001","VIB","1"
"82196-7_260415000","CAMPY","1"
"82196-7_260373001","CAMPY","1"
"82208-0_260415000","GIA","1"
"82208-0_260373001","GIA","1"
"82205-6_260415000","CRYP","1"
"82205-6_260373001","CRYP","1"
"82206-4_260415000","CYCLO","1"
"82206-4_260373001","CYCLO","1"
"82201-5_260415000","CHO","1"
"82201-5_260373001","CHO","1"
"82209-8_260415000","GASTROV","1"
"82209-8_260373001","GASTROV","1"
"82213-0_260415000","GASTROV","1"
"82213-0_260373001","GASTROV","1"
"82198-3_260415000","GASTRO","1"
"82198-3_260373001","GASTRO","1"
"82212-2_260415000","GASTROV","1"
"82212-2_260373001","GASTROV","1"
"82210-6_260415000","GASTROV","1"
"82210-6_260373001","GASTROV","1"
"622-1_17872004","NMEN","0"
"19146-0_9999999","CHLAM","1"
"21613-5_","CHLAM","1"
"21613-5_10828004","CHLAM","1"
"21613-5_260385009","CHLAM","1"
"21613-5_413079006","CHLAM","1"
"21613-5_419984006","CHLAM","1"
"21613-5_42425007","CHLAM","1"
"21613-5_82334004","CHLAM","1"
"43304-5_","CHLAM","1"
"43304-5_10828004","CHLAM","1"
"43304-5_125154007","CHLAM","1"
"43304-5_260373001","CHLAM","1"
"43304-5_260385009","CHLAM","1"
"43304-5_260415000","CHLAM","1"
"43304-5_280416009","CHLAM","1"
"43304-5_419984006","CHLAM","1"
"43304-5_82334004","CHLAM","1"
"6918-7_","CHLAM","1"
"6919-5_","CHLAM","1"
"6920-3_","CHLAM","1"
"10352-3_68704007","GONOR","1"
"19146-0_121172006","GONOR","1"
"22430-3_","GONOR","1"
"24111-7_","GONOR","1"
"24111-7_10828004","GONOR","1"
"24111-7_168276008","GONOR","1"
"24111-7_260385009","GONOR","1"
"24111-7_419984006","GONOR","1"
"24111-7_82334004","GONOR","1"
"43305-2_","GONOR","1"
"43305-2_10828004","GONOR","1"
"43305-2_125154007","GONOR","1"
"43305-2_260373001","GONOR","1"
"43305-2_260385009","GONOR","1"
"43305-2_260415000","GONOR","1"
"43305-2_280416009","GONOR","1"
"43305-2_419984006","GONOR","1"
"43305-2_82334004","GONOR","1"
"51991-8_121172006","GONOR","1"
"630-4 _68704007","GONOR","1"
"630-4_414809001","GONOR","1"
"634-6_68704007","GONOR","1"
"6462-6_68704007","GONOR","1"
"688-2_68704007","GONOR","1"
"697-3_68704007","GONOR","1"
"698-1_68704007","GONOR","1"
"20507-0_","SYPH","1"
"20507-0_11214006","SYPH","1"
"20507-0_117006002","SYPH","1"
"20507-0_131194007","SYPH","1"
"20507-0_72904005","SYPH","1"
"20508-8_","SYPH","1"
"20508-8_72904005","SYPH","1"
"24110-9_11214006","SYPH","1"
"24110-9_117006002","SYPH","1"
"24110-9_131194007","SYPH","1"
"31146-4_","SYPH","1"
"31147-2_","SYPH","1"
"5290-2_","SYPH","1"
"5290-2_131194007","SYPH","1"
"5292-8_11214006","SYPH","1"
"5292-8_131194007","SYPH","1"
"5393-4_","SYPH","1"
"5393-4_11214006","SYPH","1"
"5393-4_117006002","SYPH","1"
"5393-4_131194007","SYPH","1"
"6561-5_","SYPH","1"
"6561-5_168276008","SYPH","1"
"6561-5_72904005","SYPH","1"
"6562-3_","SYPH","1"
"6562-3_10828004","SYPH","1"
"80348-6_260415000","ECOL","1"
"80351-0_260415000","ECOL","1"
"82199-1_260415000","SAL","1"
"80350-2_260415000","SHG","1"
"80349-4_260415000","GASTRO","1"
"80349-4_260373001","GASTRO","1"
"82197-5_260415000","CLOS","0"
"82197-5_260373001","CLOS","1"
"74822-8 _10828004","CLOS","1"
"74822-8_260373001","CLOS","1"
"80685-1_260373001","CLOS","1"
"20761-3_260373001","CLOS","1"
"57901-1_10828004","CLOS","1"
"57901-1_260385009","CLOS","0"
"57901-1_","CLOS","0"
"7909-5_","HSV","0"
"7912-9_","HSV","0"
"16944-1_","HSV","0"
"34713-8_10828004","CLOS","1"
"31950-9_260385009","RSV","1"
"80679-4_260373001","SHG","1"
"49376-7_","HEPC_A","1"
"24467-3_","HIV","0"
"8123-2_","HIV","0"
"76080-1_260373001","FLUS","1"
"77023-0_260373001","RSV","1"
"5863-6_10828004","FLUS","1"
"5867-7_10828004","FLUS","1 "
"5882-6_10828004","CPX","1"
"23826-1_10828004","PERT","1"
"13951-9_11214006","HEPA","0"
"22312-3_10828004","HEPA","0"
"22312-3_260385009","HEPA","0"
"22312-3_131194007","HEPA","0"
"16128-1_260385009","HEPC_A","0"
"44560-1_260373001","FLUS","1"
"44573-4_260373001","FLUS","1"
"44560-1_","FLUS","1"
"44573-4_","FLUS","1"
"44560-1_260415000","FLUS","1"
"44573-4_260415000","FLUS","1"
"32286-7_260415000","HEPC_A","0"
"38180-6_260415000","HEPC_A","0"
"49376-7_260415000","HEPC_A","0"
"94309-2_","NCOV","1"
"94309-2_260415000","NCOV","1"
"94309-2_419984006","NCOV","1"
"94309-2_125154007","NCOV","1"
"94309-2_720735008","NCOV","1"
"94309-2_260373001","NCOV","1"
"94306-8_260385009","NCOV","1"
"94306-8_10828004","NCOV","1"
"94316-7_260415000","NCOV","1"
"94316-7_260373001","NCOV","1"
"48508-6_260415000","MEAS","1"
"48508-6_260373001","MEAS","1"
"48508-6_82334004","MEAS","1"
"94500-6_260415000","NCOV","1"
"69048-7_See Below","UNK","0"
"59464-8_Note:","UNK","0"
"77202-0_See Below","UNK","0"
"94500-6_260385009","NCOV","1"
"92131-2_260415000","RSV","1"
"92131-2_260373001","RSV","1"
"77202-0_Note: Methodology is Roche Real-Time RT-PCR. The expected result or reference range is NEGATIVE (Not Detected).","UNK","0"
"62428-8_260415000","PERT","1"
"62428-8_10620008","PERT","1"
"62428-8_116035000","PERT","1"
"62428-8_26183002","PERT","1"
"62428-8_5247005","PERT","1"
"44800-1_115329001","MRSA","0"
"57901-1_260415000","CLOS","0"
"34713-8_260385009 ","CLOS","0"
"61367-9_260385009","CLOS","0"
"74822-8_260385009 ","CLOS","0"
"82197-5_260385009","CLOS","0"
"87755-5_260385009","CLOS","0"
"34468-9_260385009","CLOS","0"
"94500-6_373121007","NCOV","1"
"76078-5_260373001","INFL","1"
"31208-2_359814004","MPX","1"
"632-0_11736008","VIB","1"
"6463-4_66543000","CAMPY","1"
"6460-0_27268008","SAL","1"
"43214-6_115329001","MRSA","0"
"21020-3_45749000","VIBR","1"
"21020-3_3092008","STAP","0"
"10900-9_82334004","HEPB_A","1"
"17547-1_260373001","GASTROV","1"
